COG_number,taxon,LFQ intensity HiSF_14spcs_m04_2_147,LFQ intensity HiSF_14spcs_m06_2_148,LFQ intensity HiSF_14spcs_m07_2_149,LFQ intensity HiSF_14spcs_m10_2_150,LFQ intensity HiSF_14spcs_m13_2_151,LFQ intensity HiSF_15spcs_m03_1_132,LFQ intensity HiSF_15spcs_m07_1_133,LFQ intensity HiSF_15spcs_m09_1_134,LFQ intensity HiSF_15spcs_m14_1_136,LFQ intensity PEFi_14spcs_m00_0_127,LFQ intensity PEFi_14spcs_m01_1_128,LFQ intensity PEFi_14spcs_m02_1_129,LFQ intensity PEFi_14spcs_m04_1_130,LFQ intensity PEFi_14spcs_m13_1_131,LFQ intensity PEFi_15spcs_m05_2_142,LFQ intensity PEFi_15spcs_m08_2_143,LFQ intensity PEFi_15spcs_m09_2_144,LFQ intensity PEFi_15spcs_m12_2_145,LFQ intensity PEFi_15spcs_m14_2_146
COG2913,Bacteroides caccae TSDC17.2,28143000,38024000,51175000,53091000,30786000,108600000,135860000,179530000,128830000,27557000,18042000,18744000,29113000,24041000,46461000,36720000,48044000,60470000,46941000
COG2913,Bacteroides massiliensis TSDC17.2,0,0,0,0,0,0,0,0,0,153410,0,0,0,0,0,0,0,0,0
COG2913,Escherichia coli TSDC17.2,1415300,2316500,2059400,2163500,3660500,0,893580,0,1651400,4763600,4763800,6455700,4845300,3593500,1672100,7196700,8915200,9334100,7560700
COG2913,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,1564300,0,2330300,3113700,3824800,2725900,1715500,0,0,0
COG2913,Odoribacter splanchnicus TSDC17.2,0,2212100,1026700,11090000,2127200,250130,0,594550,628390,0,1038500,0,0,0,0,0,0,0,0
COG2913,Odoribacter splanchnicus TSDC17.2,127210000,256440000,326970000,272090000,256020000,61231000,39582000,143880000,154880000,31527000,36319000,27852000,24539000,21747000,8996100,865120,6041200,2872000,2521200
COG2913,Odoribacter splanchnicus TSDC17.2,0,0,0,0,0,0,0,0,0,50327,46742,0,28921,0,0,0,158880,0,0
COG2915,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2916,Escherichia coli TSDC17.2,932120,1237100,638960,0,0,0,0,1369200,494610,4876600,2753500,3131900,1749800,4123300,0,3651600,3495000,2624600,5707000
COG2916,Escherichia coli TSDC17.2,77313000,98500000,170160000,172390000,173840000,81710000,26019000,19820000,34264000,100870000,107510000,79812000,93237000,114370000,78719000,146640000,142040000,87128000,143360000
COG2918,Escherichia coli TSDC17.2,2537600,2921900,3111600,2522300,3594300,0,2122700,0,1830900,0,2026000,1993600,0,1276700,2473900,1927900,1477300,4014200,3204800
COG2921,Escherichia coli TSDC17.2,0,5881500,4633000,675640,4179800,0,0,0,0,1116200,830590,1326900,0,421410,0,0,1201700,0,865010
COG2924,Escherichia coli TSDC17.2,0,0,1004500,1400200,754210,0,0,0,0,974000,0,1174700,0,1521700,0,2224700,0,2575100,2519000
COG2926,Escherichia coli TSDC17.2,1268400,11872000,15366000,1100000,25284000,1692200,2784700,2667100,3181600,0,0,0,1199900,0,0,0,2154700,4226800,0
COG2931,Bacteroides vulgatus ATCC 8482,759410,0,0,0,0,0,0,0,0,565680,440300,429330,662960,1335300,0,0,0,0,333320
COG2931,Bacteroides cellulosilyticus,0,0,0,0,0,892000,1656800,0,1385800,0,0,0,0,0,920190,1053800,624780,1352700,1077300
COG2932,Bacteroides cellulosilyticus,0,0,0,0,215420,0,133510,0,0,0,0,0,0,271970,0,0,908600,1569500,4437100
COG2932,Escherichia coli TSDC17.2,0,0,0,0,445420,349230,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2932,Parabacteroides distasonis TSDC17.2,557830,947080,0,947270,924740,0,0,0,0,0,0,0,0,0,0,0,0,144150,0
COG2937,Escherichia coli TSDC17.2,10580000,9674000,6663800,4275600,9381100,2703600,0,0,0,4334500,3143900,0,2303500,3119400,4991700,2428700,4199400,7782200,6309500
COG2942,Bacteroides vulgatus ATCC 8482,22988000,14962000,16675000,12827000,18757000,13652000,16247000,11804000,15112000,10172000,7657900,9720000,13969000,11780000,12122000,4480700,3198200,1275200,2521400
COG2942,Bacteroides cellulosilyticus,0,3008000,0,0,0,2767200,2168400,2753300,3233800,0,0,0,0,982830,627780,174680,0,841280,485930
COG2942,Bacteroides caccae TSDC17.2,38303000,39289000,51225000,31113000,36283000,57319000,37167000,20362000,51332000,30704000,11117000,12193000,16676000,13036000,27333000,20348000,20244000,31691000,33684000
COG2942,Bacteroides massiliensis TSDC17.2,0,0,302290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166320,0
COG2942,Parabacteroides distasonis TSDC17.2,0,0,0,0,0,0,385200,0,506080,0,0,0,0,0,0,0,0,0,0
COG2942,Parabacteroides distasonis TSDC17.2,606180,0,631700,445950,501730,964480,0,997480,895980,489970,0,862930,0,0,581200,0,0,599400,0
COG2942,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,2754500,0,0,0,1566000,2392600,2181300,867720,2526000,0,2021300,2214300,2302000,0
COG2943,Escherichia coli TSDC17.2,552070,1201400,0,1396700,1229500,1820400,539570,0,0,0,0,0,0,0,443300,0,0,613150,202370
COG2944,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,460170,0,0,0,0,0,0,0,0,0,0
COG2956,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,0,0,0,0,397120,0,0,0,0,0
COG2956,Bacteroides ovatus,122970000,213180000,222390000,220820000,149040000,86104000,60264000,110000000,81851000,125870000,192550000,252430000,181680000,142150000,102640000,61250000,58940000,110950000,53991000
COG2956,Bacteroides cellulosilyticus,0,524450,0,266200,0,0,0,308220,0,0,0,0,0,0,482580,3345300,5546800,6826800,27832000
COG2956,Odoribacter splanchnicus TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,1458700,940720,0,0,0,0,0
COG2956,Odoribacter splanchnicus TSDC17.2,1017700,10743000,4889800,18903000,12570000,106370,0,0,0,4698700,4955500,2410300,3639900,2288600,2896300,2250900,6390100,778030,1813600
COG2957,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,102920,162880,304630,228700,0,0,425420,0,0,1330900,0
COG2957,Bacteroides vulgatus ATCC 8482,2337700,6164500,4669700,4033900,4379000,3573000,1834700,1861700,1637100,3210500,2535900,3035100,2522000,3808400,5816200,1782300,1109600,1279100,797310
COG2957,Bacteroides ovatus,9148200,1200400,697050,1668200,1092500,1075400,1276500,3222800,1854600,3967200,3112500,2744300,3262700,2106200,2698000,2439400,2419500,2519500,1856900
COG2957,Bacteroides ovatus,0,0,0,0,224180,0,0,0,0,0,348450,0,0,0,0,0,0,0,0
COG2957,Bacteroides cellulosilyticus,0,323720,0,0,0,0,0,0,0,0,344820,0,0,0,482830,0,978170,3316400,1245200
COG2957,Bacteroides caccae TSDC17.2,0,0,0,333920,0,586400,1462100,0,1313400,0,0,0,0,623180,0,341950,829660,0,0
COG2957,Parabacteroides distasonis TSDC17.2,0,0,0,0,0,933200,1368700,2277300,1570800,0,0,0,0,0,668120,0,0,0,0
COG2959,Escherichia coli TSDC17.2,3689200,3827100,2335700,3576900,6871900,2846700,4106600,2728300,5237800,4479300,2686100,4339000,4224200,5373900,3111900,5704500,4977100,3574200,10810000
COG2960,Escherichia coli TSDC17.2,0,0,0,0,2137400,0,0,0,3599300,3271800,0,2065200,0,3424600,2190700,0,0,812540,0
COG2968,Bacteroides thetaiotaomicron VPI-5482,0,0,262900,663420,832480,0,0,0,0,2706200,1702100,1465300,1927100,1668900,4349300,1706600,931130,1625300,852380
COG2968,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,281870,0,328350,0,0,0,0,0,333610,0
COG2968,Bacteroides cellulosilyticus,0,0,0,0,840530,2152300,4184900,8419700,5569200,0,0,0,0,0,4526100,4688000,8362400,4240300,12593000
COG2968,Bacteroides caccae TSDC17.2,1882000,1490900,0,0,257780,2060500,2226800,0,2316100,1596200,0,0,0,749910,677340,903090,651440,343130,1280000
COG2968,Escherichia coli TSDC17.2,0,554290,469150,2855600,3026000,2136700,3825600,2220300,3496000,571050,1077700,1069700,1289900,866550,1188100,1385100,4313500,1554800,1707300
COG2968,Parabacteroides distasonis TSDC17.2,0,0,0,0,701140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2969,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2971,Bacteroides cellulosilyticus,0,0,0,0,0,0,606290,425220,0,0,0,0,0,0,0,1116000,2399400,0,1202400
COG2971,Bacteroides cellulosilyticus,0,0,0,0,0,575860,0,0,979340,339100,0,475690,320450,348150,758680,629520,473900,841890,644820
COG2972,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,1013500,0,0,0,0,2638600,7355400,2258600,0,2961100
COG2974,Escherichia coli TSDC17.2,828980,831610,2375600,1361400,511660,1210100,674220,0,1266100,507570,716190,0,904310,735870,570250,529200,0,588440,939170
COG2976,Escherichia coli TSDC17.2,4186100,5700600,11928000,1250500,9133900,2618300,2849900,2098000,2666900,2227000,2414200,1615400,1967300,3357400,2577200,3854300,2274000,8325500,3039100
COG2979,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233940,215270,0,0
COG2980,Escherichia coli TSDC17.2,2005300,2077400,0,1660100,2944500,816690,1392300,0,0,870730,1411700,0,1428200,1633800,912130,1713700,2247400,1535500,2547400
COG2982,Bacteroides thetaiotaomicron VPI-5482,14895000,17008000,14885000,20825000,18950000,6233000,10763000,10656000,16877000,24232000,19328000,23683000,19877000,20648000,16076000,20524000,17173000,15203000,15725000
COG2982,Bacteroides ovatus,12243000,14319000,9382800,16489000,14620000,7371300,2376400,3157500,5407400,17263000,15779000,15612000,16870000,7895200,11032000,10161000,9202900,7702700,6241000
COG2982,Bacteroides finegoldii TSDC17.2,0,0,0,255810,0,0,0,0,0,0,0,0,0,0,0,0,2103700,0,2301400
COG2982,Escherichia coli TSDC17.2,0,0,0,0,0,0,423270,0,543650,0,0,0,0,0,0,0,0,0,0
COG2982,Escherichia coli TSDC17.2,0,5912200,0,1009700,1840100,4725400,0,0,1728600,0,0,0,0,4828600,0,0,0,0,2733800
COG2982,Odoribacter splanchnicus TSDC17.2,0,1764100,1135600,2940000,1954100,0,720660,0,0,0,0,0,0,0,0,0,0,0,0
COG2984,Collinsella aerofaciens TSDC17.2,0,0,0,0,0,0,0,0,0,0,355940,0,0,0,0,0,0,0,0
COG2986,Bacteroides thetaiotaomicron VPI-5482,12433000,2564900,0,4546400,1617300,0,0,7291700,0,10535000,5317000,5338900,5417600,5507600,5012400,5802900,4862600,4092400,5646500
COG2986,Bacteroides vulgatus ATCC 8482,971670,1606600,1987100,1572800,0,0,1141200,0,1323200,1451400,3103700,5483600,3017400,3552300,1805500,1465000,2409800,1072800,1653200
COG2986,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,393680,0,0,0,357590,0,0,0,0,0
COG2986,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,1046600,0,0,0,0,1123100,0,0,0,294240
COG2986,Bacteroides cellulosilyticus,0,0,59287,0,0,0,0,0,0,0,0,0,0,0,0,0,262240,0,0
COG2986,Bacteroides cellulosilyticus,0,0,0,0,0,294940,1545900,1219500,879360,0,0,0,0,0,858770,551220,690830,936310,980400
COG2986,Odoribacter splanchnicus TSDC17.2,0,0,0,0,0,0,0,572490,501650,0,0,0,0,0,0,0,0,0,0
COG2986,Parabacteroides distasonis TSDC17.2,0,1126600,1480300,888270,0,0,0,0,0,801380,0,0,0,0,564860,0,814130,640490,0
COG2987,Bacteroides thetaiotaomicron VPI-5482,556350,1103800,0,583900,288210,0,2492900,0,1566500,2644500,1971200,2200600,1803200,2081500,1985700,1602100,1383200,881090,1614900
COG2987,Bacteroides ovatus,12305000,21163000,24306000,21336000,15215000,17528000,1144300,1884500,502850,20770000,13586000,14966000,17611000,7460900,14563000,13768000,14073000,22336000,18469000
COG2987,Bacteroides cellulosilyticus,0,0,0,338980,0,5652100,6540900,8584700,6556500,0,285900,494760,0,1178500,5869000,5321400,3899500,18995000,1661500
COG2987,Odoribacter splanchnicus TSDC17.2,2808600,3628400,7426100,6397800,5426700,169310,260780,0,0,932690,1347300,0,708450,1667500,0,0,858480,926140,0
COG2987,Parabacteroides distasonis TSDC17.2,143110,91547,0,0,0,0,0,0,0,0,269580,0,0,0,0,0,0,0,0
COG2996,Bacteroides cellulosilyticus,0,0,0,0,0,2762900,3053100,4704000,3337300,0,0,0,0,0,1622200,2769100,1541900,2663000,1549900
COG2999,Escherichia coli TSDC17.2,0,0,11957000,0,0,3405200,2125300,1636500,2287000,0,7829200,0,0,0,0,0,0,0,5984500
COG2999,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,1266900,0,0,0,0,0,0,0,0,0
COG3001,Escherichia coli TSDC17.2,8707800,0,5484300,3619000,14489000,0,0,0,8719600,4357200,5925200,5994500,6049400,3086300,10230000,5089300,5029800,7555600,10872000
COG3005,Escherichia coli TSDC17.2,0,0,0,308620,0,0,0,0,0,1006200,0,0,0,309220,324740,0,0,0,994240
COG3006,Escherichia coli TSDC17.2,0,0,585360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283720
COG3009,Escherichia coli TSDC17.2,536520,1165600,0,0,1362000,1237400,2139100,0,2307700,576910,666600,487640,453750,0,782700,338950,820070,1133100,1022100
COG3010,Escherichia coli TSDC17.2,0,354440,3885100,465990,0,6308900,426100,0,465810,1268100,2880800,1386600,0,2075900,5160700,271960,2567500,11628000,880420
COG3012,Bacteroides thetaiotaomicron VPI-5482,0,0,0,763490,0,1395000,0,0,0,2349500,732100,0,0,0,1048000,0,0,0,0
COG3012,Escherichia coli TSDC17.2,0,3628200,4083200,4063700,4495000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3013,Escherichia coli TSDC17.2,6463000,1547800,2608400,1303800,6063000,0,0,1524800,1053400,8612000,8588700,3049900,3736900,9524300,7723200,14485000,10016000,16126000,20473000
COG3015,Bacteroides thetaiotaomicron VPI-5482,1753300,1653100,2338900,1416400,1825400,3769100,2935700,2213200,2470600,7183600,6958700,6780600,7558800,6277200,12779000,6428500,4782100,8869800,5311600
COG3015,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,1732600,1299100,1904400,2390400,2678200,0,0,0,0,0
COG3015,Bacteroides ovatus,0,795240,0,0,693470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3017,Escherichia coli TSDC17.2,0,1118700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3021,Bacteroides caccae TSDC17.2,0,1188600,0,1201200,0,0,0,0,0,0,792070,0,0,0,0,0,0,0,0
COG3022,Bacteroides ovatus,1180200,1176100,478580,1578800,1677300,0,0,0,0,1120200,985790,1829700,1318500,841740,983710,507400,487460,0,0
COG3022,Bacteroides cellulosilyticus,2075900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147000,0,0,970000
COG3022,Escherichia coli TSDC17.2,580140,0,0,0,1326500,0,1044000,1216000,1470900,0,0,0,0,0,0,0,0,0,0
COG3023,Bacteroides finegoldii TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3024,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,419260,0,424620,0,0,450240,539480,0,0
COG3025,Escherichia coli TSDC17.2,0,980390,0,518210,0,0,1035800,0,1174200,0,805170,635290,0,485690,0,1096700,1081600,0,890490
COG3026,Escherichia coli TSDC17.2,0,0,255370,286230,0,0,0,0,556860,205440,462250,291390,221560,0,317390,0,482630,308860,487840
COG3027,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,1098400,0,0,0,0,0,0,0,0,0
COG3027,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,0,1327200,0,1097100,635390,0,0,0,612710,0,0,0,0,0
COG3028,Escherichia coli TSDC17.2,0,0,0,1439400,1006100,0,0,0,0,999900,752940,610660,584660,0,0,592570,655750,1720200,929210
COG3033,Bacteroides thetaiotaomicron VPI-5482,0,276360,308010,380600,317390,0,0,223660,0,1099900,693890,815530,530570,422900,624910,546890,375890,277510,492530
COG3033,Bacteroides ovatus,3526800,1352400,2431400,2145800,6062100,0,0,0,0,1101200,0,1990800,0,0,0,0,0,0,0
COG3033,Bacteroides cellulosilyticus,0,0,0,2032900,4124400,13847000,15592000,12910000,6674100,0,1696400,1498300,4279000,0,8314700,12384000,11889000,7762800,5435300
COG3033,Escherichia coli TSDC17.2,2250900,24134000,36231000,26773000,34406000,6186000,22483000,18662000,24723000,24951000,17291000,12912000,17947000,7279200,17335000,28289000,21020000,27817000,40202000
COG3033,Odoribacter splanchnicus TSDC17.2,4761000,15019000,3038500,13139000,13443000,729190,0,943590,0,980290,1024200,856650,0,788050,409580,793460,652090,217750,1672300
COG3041,Parabacteroides distasonis TSDC17.2,0,1353500,4964800,1797100,1526700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3041,Parabacteroides distasonis TSDC17.2,0,0,0,0,0,0,0,365030,0,0,0,0,0,0,0,0,0,0,0
COG3047,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,0,0,0,0,871640,0,0,0,0,0
COG3047,Bacteroides ovatus,33821000,88083000,53434000,89548000,102280000,16739000,5369700,29890000,21160000,27396000,31159000,29903000,47444000,29387000,31581000,20609000,24745000,33773000,30056000
COG3047,Bacteroides cellulosilyticus,0,0,0,0,813210,2989700,1746200,54913000,0,0,941970,234590,0,0,29344000,26297000,32981000,85781000,46180000
COG3047,Bacteroides caccae TSDC17.2,18759000,5038100,9322700,12307000,12289000,2908400,2201900,5100100,3601400,0,0,0,0,0,0,0,0,0,0
COG3047,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,2720100,0,0,0,0,0,0,0,0,0
COG3048,Escherichia coli TSDC17.2,0,0,0,0,0,0,721290,0,563870,57985,102000,0,0,0,0,0,162320,0,235320
COG3049,Bacteroides ovatus,7023700,8758200,4948700,8913200,9417500,2741500,3398400,7834900,5901600,3122100,2297100,2797800,2419600,3127100,3318000,1495300,1760700,5006900,6177800
COG3049,Bacteroides ovatus,2942000,5904200,1258100,2058200,3756700,2188100,1639000,4126300,2109900,3556300,4042000,4113900,4965500,2957900,2984500,0,2325300,0,2241400
COG3049,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,1049700,0,0,0,0,0,0,966770,0,0,0,0
COG3049,Collinsella aerofaciens TSDC17.2,6025900,16963000,12070000,17758000,9789800,18927000,9947300,4305400,13255000,749890,4731500,3090500,2265900,2174600,8762300,8693600,3646800,0,7084900
COG3051,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3054,Escherichia coli TSDC17.2,0,1093200,0,0,0,578940,0,0,0,0,0,0,0,0,0,0,569440,0,0
COG3055,Odoribacter splanchnicus TSDC17.2,12661000,10677000,13543000,8692800,12478000,5174400,5720700,21215000,4586100,643320,0,348610,1235200,357080,0,0,0,410580,936840
COG3056,Escherichia coli TSDC17.2,0,0,0,0,0,323380,0,0,0,788350,0,588990,0,0,0,0,0,0,0
COG3057,Escherichia coli TSDC17.2,4618600,3701900,3720000,6956400,3392500,4310700,6067700,4597200,2895300,7260600,6248500,4615500,4106700,4656600,3773000,7469100,5662300,3947900,5954400
COG3058,Escherichia coli TSDC17.2,758800,1162700,0,0,0,728150,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3063,Parabacteroides distasonis TSDC17.2,129530000,122010000,126870000,34762000,119190000,80484000,154110000,138580000,169120000,128960000,111180000,133790000,135570000,105160000,79696000,99627000,135970000,83315000,121760000
COG3065,Escherichia coli TSDC17.2,0,952060,0,1081600,1158900,0,0,0,0,1284000,634560,238020,0,427360,946390,601860,1156500,1344600,0
COG3067,Escherichia coli TSDC17.2,0,325220,1891400,378390,454670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3068,Escherichia coli TSDC17.2,2676100,3604100,1938300,2689200,4438700,2931900,4895200,2838100,5465000,968350,802340,0,684870,0,1291400,856970,1242700,2433200,1193500
COG3071,Escherichia coli TSDC17.2,377340,306460,0,0,391540,0,0,0,0,0,0,0,0,0,500720,0,0,0,0
COG3074,Escherichia coli TSDC17.2,53467000,78028000,51801000,92701000,129740000,4426400,0,2365400,16169000,63889000,58697000,53639000,63350000,56853000,60130000,102320000,73897000,64356000,76997000
COG3075,Escherichia coli TSDC17.2,0,0,2359000,4051700,0,0,8300900,774820,14045000,13976000,13143000,9439900,10811000,16544000,11626000,24363000,21546000,11828000,23294000
COG3076,Escherichia coli TSDC17.2,0,0,0,631290,0,0,0,0,0,9966600,9346100,6264900,9389300,7824100,938990,17873000,13476000,2542000,34793000
COG3078,Bacteroides cellulosilyticus,0,0,0,0,0,504240,1880100,2015400,0,116070,399540,0,0,0,0,841640,668840,1629900,733490
COG3078,Bacteroides caccae TSDC17.2,0,0,0,288300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3078,Escherichia coli TSDC17.2,2877000,3496400,3992500,1649400,9176300,3420700,1738300,2548700,2011300,1173200,902690,901190,1291700,0,1934300,1269400,1047000,7080700,752670
COG3079,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3081,Escherichia coli TSDC17.2,973640,1042000,0,1164000,0,0,0,0,9597000,1390000,1494100,2036200,2407800,1825200,1192600,958170,1602100,1174100,3675800
COG3084,Escherichia coli TSDC17.2,0,1338400,4080800,1131300,0,2158700,14093000,9754100,15746000,0,0,0,886260,0,0,0,0,2777700,0
COG3085,Escherichia coli TSDC17.2,2207800,1588700,6523900,1978800,3148000,4129700,6078200,5640300,5465900,3882900,3334400,4890800,3171800,3952000,2648000,5431100,8390100,3905000,6653100
COG3087,Bacteroides thetaiotaomicron VPI-5482,14491000,15533000,17295000,12440000,17423000,11436000,7448000,8583700,12314000,15655000,12962000,13129000,13493000,19074000,34512000,2263600,15542000,27371000,8004100
COG3087,Bacteroides vulgatus ATCC 8482,5387200,8157800,0,4275500,2485600,2071800,5329000,3221800,4564800,38604000,29404000,38719000,38189000,44188000,12867000,9883600,19096000,3959300,8752000
COG3087,Bacteroides ovatus,8547700,4356900,4690000,36664000,10722000,4507300,4234900,8535100,10145000,31457000,24990000,12610000,21113000,14294000,9298200,5970100,9321600,8088300,9523900
COG3087,Bacteroides cellulosilyticus,600420,335960,0,1363000,0,26960000,37134000,20578000,34538000,0,0,166980,0,0,19357000,18253000,32510000,36357000,33404000
COG3087,Bacteroides caccae TSDC17.2,1690000,2750400,3327300,1857000,2010000,2121800,5480700,3730800,6170700,0,0,373510,285210,0,856220,713180,125960,0,0
COG3087,Parabacteroides distasonis TSDC17.2,1447100,2981400,0,2784500,2914600,1605600,1515700,3018400,2649800,1203700,1170700,400090,1000100,1769900,629290,0,1265300,833800,1354000
COG3088,Bacteroides vulgatus ATCC 8482,0,907610,0,829940,0,0,0,0,0,629310,710250,973960,780520,2021100,0,0,456340,0,727570
COG3088,Bacteroides ovatus,1239700,2107500,990000,1606800,1585300,0,0,0,0,741180,563740,753750,678050,648860,495880,417390,363520,606600,294340
COG3088,Bacteroides cellulosilyticus,262130,115510,0,239700,0,0,0,0,1561500,0,0,0,0,0,1339500,1853400,1146900,2335700,1277000
COG3088,Bacteroides caccae TSDC17.2,965850,0,0,479560,504170,0,2022200,969350,1839800,603850,0,259520,848480,0,298950,0,0,448930,0
COG3096,Escherichia coli TSDC17.2,949290,648710,0,553450,856510,0,0,1285300,1671400,627870,840300,751400,648910,0,594880,809790,550230,1351000,3988500
COG3097,Escherichia coli TSDC17.2,0,0,0,6902200,7167700,0,0,0,0,0,1744700,1813800,0,1570800,2813600,3225800,0,3885600,3189800
COG3103,Escherichia coli TSDC17.2,0,211450,0,0,0,0,0,0,0,319120,922500,367630,631220,380880,0,493130,1515400,91865,778850
COG3104,Bacteroides vulgatus ATCC 8482,2287300,5032800,5196800,4317900,3676200,6400200,4321100,4569400,2388100,4498800,4452700,4793400,3865900,5530800,4858200,2676100,2597200,2927000,2118700
COG3104,Bacteroides ovatus,0,0,0,0,0,0,0,766170,479810,175110,0,0,0,0,0,0,0,0,0
COG3104,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,2416500,0,0,0,0,0,0,0,0
COG3104,Bacteroides caccae TSDC17.2,2596300,0,3425600,2818800,1938100,3599900,0,0,0,614250,649970,417150,446500,674350,1296800,903030,1147300,1733300,929020
COG3104,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,1045400,1485900,0,807940,952090,0,1534800,1515600,0,0
COG3104,Odoribacter splanchnicus TSDC17.2,0,0,0,0,0,0,0,0,0,494480,333290,0,0,0,0,0,0,0,0
COG3104,Odoribacter splanchnicus TSDC17.2,0,2491200,0,2982800,1894400,0,0,0,0,364740,0,0,0,0,0,0,0,0,0
COG3105,Escherichia coli TSDC17.2,8357900,3753400,12186000,9485000,8529600,2753900,3840300,857670,4599000,3847100,2314700,2783500,3180600,3810300,4585000,4977800,7591500,5146600,15309000
COG3107,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,635880,710920,558790,711380,1118100,0,0,721070,0,707800
COG3109,Escherichia coli TSDC17.2,2288000,3812600,5549900,1625100,1868100,2779200,7032500,6706800,3634100,2160600,1727800,2154100,1406400,2776100,1189000,3630600,4626800,3434500,3848900
COG3111,Escherichia coli TSDC17.2,1520600,1972500,604010,2814400,6441500,3317100,6129900,4779200,4490600,1518900,1119400,879130,1067000,1778400,4427500,2718200,1657000,6628400,3608100
COG3115,Escherichia coli TSDC17.2,0,8831600,3887500,0,7428700,0,0,3781700,2766000,0,0,0,0,0,0,0,0,6495000,0
COG3117,Escherichia coli TSDC17.2,0,1830400,1380500,1878600,1044400,0,1204000,1615400,1736000,0,0,0,0,0,0,0,0,0,0
COG3118,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,328050,581140,1196000,1078500,0,458230,0,436460,508900,510270,306810,355000,0,409600,614660
COG3118,Bacteroides thetaiotaomicron VPI-5482,719950,1167800,1140700,585870,854350,0,0,0,7719800,4338000,4623200,4674400,4439100,2416000,2040100,2421600,2231000,1395000,1241000
COG3118,Bacteroides vulgatus ATCC 8482,538410,229750,0,2084900,938560,1741600,0,0,0,1603300,1107100,1381000,1277000,1845700,1731900,843890,657410,0,913560
COG3118,Bacteroides vulgatus ATCC 8482,0,2599700,5176800,1249200,1116000,15939000,1418400,20056000,1348100,84325000,23795000,21878000,29538000,41505000,3863000,8684300,8815500,0,3509900
COG3118,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,716610,499910,367350,789890,431300,144650,430360,0,79635,99616
COG3118,Bacteroides ovatus,2073700,1735700,0,1331100,1199500,0,0,1084300,1438700,950030,0,334520,1042300,873930,0,0,0,0,880410
COG3118,Bacteroides cellulosilyticus,0,0,104440,0,0,27458,0,0,12370,353930,0,0,0,0,1367600,13703000,5547100,754940,11565000
COG3118,Bacteroides caccae TSDC17.2,0,594100,1101600,745980,728440,3295700,1825700,2521600,0,458030,233300,408750,550980,466330,365270,843110,549540,0,374410
COG3118,Collinsella aerofaciens TSDC17.2,2472300,0,0,765710,0,0,0,0,766300,1421200,2528800,0,0,1962400,0,3278700,0,0,693560
COG3118,Escherichia coli TSDC17.2,16622000,23886000,13543000,18499000,31335000,16133000,30542000,20972000,43575000,24439000,17561000,22644000,29550000,21994000,20570000,30389000,25683000,31092000,21726000
